1	7912	16000
2	4055	10517.3913
3	8450	6371.212121
4	1174	5786.666667
5	1824	3330.67934
6	4201	3297.635079
7	8689	3263.77093
8	8518	2948.239723
9	8678	2946.829452
10	3730	2846.783469
11	778	2764.850361
12	8792	2666.932782
13	4012	2601.124816
14	9246	2343.908492
15	3621	2319.487345
16	5758	2283.788336
17	3698	2278.705162
18	1166	2270.10902
19	7140	2253.473891
20	8054	2224.463656
21	5581	2197.082538
22	7835	2183.489938
23	6768	2181.017754
24	6074	2178.551146
25	9239	2170.65818
26	876	2169.10862
27	287	2168.125587
28	5825	2164.673932
29	8979	2162.22313
30	7539	2157.992651
31	5627	2148.581922
32	7255	2144.900335
33	6780	2143.88663
34	8629	2132.477989
35	4102	2127.642046
36	7032	2124.842393
37	7334	2116.835012
38	2109	2112.343431
39	5410	2110.838636
40	8794	2106.360352
41	5387	2101.60238
42	4496	2101.533979
43	8280	2093.246405
44	9244	2089.62513
45	7755	2088.69189
46	2633	2081.791578
47	2303	2076.372794
48	1140	2074.97468
49	5701	2073.178473
50	7037	2073.109131
51	8264	2069.711034
52	6503	2064.090684
53	6477	2040.252411
54	2368	1915.648421
55	5368	1889.875743
56	9366	1863.899135
57	5018	1860.252411
58	7368	1807.643946
59	4521	1788.391114
60	5504	1787.746857
61	7651	1784.453782
62	5215	1769.673489
63	6599	1745.241233
64	8560	1709.744787
65	8739	1612.249507
66	9731	1596.47916
67	4374	1572.758621
68	962	1563.736748
69	4652	1518.649238
70	9495	1515.351405
71	615	1409.992359
72	2268	1381.079255
73	8539	1371.327235
74	2002	1366.370036
75	1667	1360.554173
76	2868	1359.41392
77	9598	1355.318467
78	9477	1341.996466
79	6443	1336.903206
80	6348	1334.034313
81	9827	1317.588523
82	5837	1299.398149
83	4092	1296.74428
84	1421	1293.794278
85	2744	1281.521551
86	6665	1274.669699
87	7843	1269.627874
88	9758	1261.572949
89	5328	1248.469576
90	9413	1236.794872
91	1353	1218.10939
92	207	1198.716966
93	7642	1198.047613
94	3204	1194.737504
95	4017	1192.545534
96	5092	1190.907268
97	419	1174.505382
98	3964	1154.960581
99	3373	1152.075543
100	3193	1147.483887
101	5007	1145.992655
102	9491	1145.427295
103	2468	1143.660131
104	1819	1143.50716
