1	5120	1505
2	3342	1438.333333
3	5387	1071.666667
4	3868	838.3333333
5	6139	778.3333333
6	1108	728.7089202
7	7979	611.6393231
8	7473	596.2579398
9	2040	588.0373695
10	247	585.0422535
11	8258	583.6388922
12	3154	577.2803488
13	9369	571.6026931
14	3069	566.7644757
15	3446	564.5860566
16	7651	562.2442737
17	828	556.6547652
18	5024	554.3206179
19	28	554.3149808
20	9652	553.6513487
21	4961	550.3470603
22	8489	550
23	2833	549.9787615
24	6033	548.4065934
25	2368	547.4616435
26	3520	547.3690509
27	6187	547.049376
28	9886	544.551411
29	8535	541.8562304
30	1602	540.9246065
31	7138	536.2579398
32	7044	478.8888889
33	9480	436.6399287
34	9813	429.7927383
35	2284	417.0422535
36	9416	396.6666667
37	73	370.7575758
38	2227	367.3575498
39	2871	366.2579398
40	8460	364.8484848
41	4382	353.1411546
42	7113	350.503792
43	3378	350.0422535
44	6987	349.1331626
45	4497	348.7522102
46	3878	348.2748538
47	2770	347.5407925
48	2975	346.2798966
49	8286	346.0105581
50	7406	345.2750338
51	5165	339.6918767
52	936	338.4246065
53	77	336.1279461
54	684	335.4116059
55	4838	335.2565392
56	6869	333.6931757
57	5200	332.2617819
58	2980	329.8051948
59	5464	329.2487313
60	6842	327.3665371
61	9888	327.3105714
62	5268	325.5776071
63	1890	323.3140933
64	1166	323.2478632
65	7284	323.1623932
66	6163	320.4736261
67	5527	319.0641711
68	8147	318.8769874
69	1641	317.7056277
70	7701	316.7289138
71	8266	313.9816474
72	7765	312.8847444
73	802	309.3531779
74	9547	308.9316239
75	1645	308.6996337
76	2105	308.3333333
77	4176	307.1402927
78	8027	304.535538
79	4319	303.1468531
80	7693	302.9030594
81	2829	301.9349845
82	4722	301.4718615
83	1629	301.1331626
84	8737	300.7817493
85	3766	300.5648926
86	7457	298.7037037
87	8221	298.6489801
88	7329	297.8755868
89	3562	297.2896858
90	4022	296.4903055
91	3021	296.3015128
92	9814	295.528212
93	2482	294.9616435
94	1599	294.9145299
95	1301	294.486698
96	6450	294.1423756
97	7925	294.0909091
98	6993	293.544085
99	9196	293.3609348
100	6392	292.1857942
101	425	292.0422535
102	98	291.5752205
103	4058	291.4884135
104	9637	291.4230019
105	9574	289.9758885
106	9602	289.3113314
107	7139	288.5780886
108	2866	288.5656109
109	677	288.3442266
110	1943	288.2815697
111	7161	287.8879764
112	9321	287.5071225
113	8069	287.4462939
114	7822	287.2870088
115	8584	287.0422535
116	2427	286.6454281
117	8548	286.4379085
118	3225	285.4040404
119	4124	285.0316715
120	4679	284.4871795
121	9126	284.2882428
122	6749	284.1414141
123	7661	283.9377289
124	3841	283.3914599
125	3136	283.1481481
126	3263	282.8847444
127	9789	282.2863978
128	5057	282.0855436
129	9300	281.8207104
130	2853	281.5151515
131	8730	281.1660562
132	1633	280.8333333
133	2425	280.2380952
134	6671	279.6464646
135	5186	279.6340082
136	6590	279.2579398
137	29	279.0357176
138	9193	279.0357176
139	1165	278.9938205
140	976	278.5470085
141	8851	278.4647199
142	3837	278.4305319
143	8809	278.3722198
144	1369	277.7045912
145	8065	277.2803488
146	411	276.7948718
147	7642	276.6856101
148	1390	276.6576169
149	7921	276.5584416
150	1149	276.4814814
151	3353	276.4012279
152	3950	276.0504202
153	4586	275.534317
154	1620	275.0422535
155	9252	274.5912731
156	1504	274.5912731
157	3666	274.5726496
158	4429	274.0305011
159	3232	273.4082949
160	4916	272.91939
161	8510	272.6923077
162	5390	272.4126239
163	3152	272.4085539
164	979	272.1857942
165	5458	272.1704586
166	2011	271.9934641
167	9456	271.6666667
168	795	271.6433931
169	2906	271.6283102
170	1157	271.4720216
171	6521	271.4540182
172	2847	271.3279678
173	880	271.2579398
174	9052	271.1111111
175	3211	270.6837607
176	9386	270.6252812
177	3877	270.4681794
178	570	270.4188769
179	2441	270.3690509
180	959	270.3663004
181	9400	270.3113553
182	389	270.1997387
183	6377	270.0194615
184	6751	269.3369963
185	3894	269.1582492
186	8313	269.0909091
187	8978	269.0702255
188	1528	268.9464045
189	7053	268.8505324
190	4128	268.7089202
191	6760	268.7089202
192	4024	268.7089202
193	1083	268.6687387
194	8043	268.6388922
195	7150	268.3333333
196	476	267.8908999
197	3472	267.5490196
198	4281	267.481814
199	7686	267.4216524
200	7327	267.4126239
201	2228	266.6666667
202	2464	266.486698
203	2375	266.486698
204	4531	266.0898726
205	253	265.6842542
206	6334	265.548747
207	3366	265.5314441
208	5370	265.4246065
209	5949	265.3846154
210	5005	264.7345612
211	8137	264.7293447
212	1318	264.4117647
213	8920	264.1582492
214	8373	264.1220256
215	1027	263.8371253
216	3361	263.7089202
217	3982	263.6576169
218	746	263.4374057
219	2880	263.1627017
220	4461	263.1533646
221	4813	263
222	6833	262.9946345
223	7697	262.9246065
224	617	262.8627663
225	6505	262.6539512
226	2965	262.5658546
227	3525	262.5277811
228	7913	262.0685046
229	2021	261.8907384
230	5607	261.2180777
231	7674	261.1154897
232	4149	260.8823529
233	2701	260.8277639
234	7356	260.7459572
235	711	260.1794872
236	178	259.9787615
237	1457	259.8575499
238	633	259.8293684
239	3679	259.7345612
240	6277	259.6666667
241	1127	259.529433
242	27	259.3019943
243	6874	259.2074957
244	6064	258.7821803
245	5429	258.6016512
246	3844	258.4062404
247	5277	258.1908832
248	9091	257.7565392
249	8587	257.5434501
250	3850	257.5388865
251	2445	257.0912731
252	4415	256.3960114
253	3387	256.3789859
254	1841	255.9946345
255	2925	255.8831909
256	142	255.7575758
257	6683	255.7459572
258	1718	255.6288891
259	2759	255.5994371
260	1831	255.3055588
261	2002	255.1704586
262	3125	254.8627663
263	7662	254.5860566
264	3513	254.5857036
265	7499	254.551411
266	4688	254.2059962
267	3898	254.1911597
268	5095	253.9722043
269	4356	253.9470154
270	6649	253.6601307
271	4388	252.9318215
272	6154	252.7998293
273	7869	252.7422577
274	7137	252.555074
275	5930	252.2064777
276	7831	251.6454281
277	2653	251.3960114
278	9375	251.3951735
279	9782	251.3311999
280	6755	250.8611144
281	4955	250.7575757
282	7614	250.6136821
283	965	250.5618401
284	6952	250.3755869
285	6957	250.1002506
286	3972	249.9909715
287	7124	249.7345612
288	7467	249.4444444
289	6374	249.0874811
290	6441	248.5079905
291	6618	248.3344239
292	2972	248.1240367
293	3920	248.0963846
294	4790	247.9246065
295	3642	247.7998293
296	8610	247.7239792
297	7232	247.6483141
298	3628	246.9349845
299	8619	246.7986589
300	356	246.7550158
301	3313	246.5692951
302	6950	246.5564236
303	5469	246.423002
304	415	246.3809284
305	3117	246.0618401
306	8804	246.046176
307	6535	245.968661
308	2232	245.1319221
309	9409	244.7348138
310	9309	244.7127623
311	5270	244.6822373
312	2751	244.2885934
313	8180	244.1737892
314	9667	244.1331626
315	8078	244.0792905
316	5537	244.0559805
317	7967	243.6821822
318	364	243.3175888
319	4850	242.9246065
320	3584	242.91939
321	9425	242.5393295
322	195	242.1099441
323	1163	241.8983039
324	3803	241.8570683
325	5084	241.7715982
326	7805	241.7449393
327	5710	241.1942438
328	5328	241.1305726
329	2243	240.7451193
330	6878	240.6136821
331	4871	240.4488469
332	2551	240.3695324
333	7196	240.2999894
334	2410	239.9126239
335	6844	239.7927383
336	4487	239.5912731
337	3490	239.549376
338	2623	239.1700277
339	340	238.8888889
340	6772	238.8524609
341	8791	238.8371253
342	4907	238.8069594
343	2250	238.7089202
344	3162	238.56647
345	1449	238.385941
346	7515	238.0896686
347	2590	237.9096999
348	2133	237.7284558
349	2422	237.6832792
350	8452	237.4126239
351	3901	237.2487313
352	706	237.1857942
353	1532	237.1805777
354	4763	237.1704586
355	7902	236.8570683
356	8409	236.7565153
357	2353	236.5503691
358	8527	236.3823019
359	9163	235.7549858
360	9143	235.7178737
361	9191	235.3846154
362	8398	234.9909715
363	4501	234.963017
364	2502	234.1054432
365	5	233.978076
366	2041	232.952435
367	8376	232.591704
368	904	232.4358974
369	9804	232.1681212
370	5487	232.1666666
371	5752	232.0422535
372	6022	232.0002367
373	9431	231.8570683
374	3708	231.3488533
375	94	231.0142751
376	5453	231.0142751
377	7411	230.2601273
378	4780	230.2284558
379	3835	229.8543745
380	5434	229.3290043
381	2863	228.7449393
382	2350	228.7028657
383	7296	227.8888144
384	596	227.6613011
385	6347	227.3892774
386	7492	227.2584213
387	2889	227.1704586
388	1208	225.8517773
389	4431	225.534317
390	7001	225.0255665
391	9135	223.6821822
392	5422	223.0678945
393	7123	222.2803488
394	556	222.1704586
395	8457	221.4313725
396	3845	220.4761905
397	3644	220.4761905
398	9939	220.3703703
399	5242	219.047619
400	8132	218.8371253
401	579	218.2514038
402	2106	217.1704586
403	4402	216.9413919
404	7336	216.486698
405	7927	216.3371253
406	7171	216.1688312
407	3938	215.8669109
408	6106	215.7142857
409	3120	215.6686272
410	8208	215.4188769
411	2585	215.0490196
412	3462	214.5811965
413	5000	213.4615385
414	4419	212.7998293
415	8668	212.7871148
416	6	212.1794871
417	3891	211.9852735
418	5420	211.9780219
419	4106	211.7948718
420	2712	210.8301323
421	4264	210.6136821
422	2344	210.5555555
423	3997	210.5037919
424	4856	210.4684096
425	4432	210.3522768
426	6498	210.2240717
427	1489	209.7615518
428	1665	209.7345612
